NCT Number,Title,Status,Gender,Phases,Enrollment,Locations,URL
NCT04379544,Prognostic Value of Point of Care Cardiac and Lung Ultrasound in COVID-19,"Active, not recruiting",All,,125,"University of Pennsylvania Health System, Philadelphia, Pennsylvania, United States",https://ClinicalTrials.gov/show/NCT04379544
NCT04379661,SUNLIGHT Study: Online Support Groups for MS to Address COVID-19,Completed,All,Not Applicable,32,"Columbia University Medical Center, New York, New York, United States",https://ClinicalTrials.gov/show/NCT04379661
NCT04380402,Atorvastatin as Adjunctive Therapy in COVID-19,Recruiting,All,Phase 2,300,"Mount Auburn Hospital, Cambridge, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04380402
NCT04380688,Acalabrutinib Study With Best Supportive Care Versus Best Supportive Care in Subjects Hospitalized With COVID-19.,Completed,All,Phase 2,62,"Research Site, Anniston, Alabama, United States|Research Site, Escondido, California, United States|Research Site, Fullerton, California, United States|Research Site, Glendale, California, United States|Research Site, Newport Beach, California, United States|Research Site, Washington, District of Columbia, United States|Research Site, Fort Lauderdale, Florida, United States|Research Site, Jacksonville, Florida, United States|Research Site, Jacksonville, Florida, United States|Research Site, Loxahatchee Groves, Florida, United States|Research Site, Peoria, Illinois, United States|Research Site, Fort Wayne, Indiana, United States|Research Site, Louisville, Kentucky, United States|Research Site, Annapolis, Maryland, United States|Research Site, Baltimore, Maryland, United States|Research Site, Bethesda, Maryland, United States|Research Site, Bethesda, Maryland, United States|Research Site, Silver Spring, Maryland, United States|Research Site, Hackensack, New Jersey, United States|Research Site, Albany, New York, United States|Research Site, Bronx, New York, United States|Research Site, Buffalo, New York, United States|Research Site, New York, New York, United States|Research Site, New York, New York, United States|Research Site, Philadelphia, Pennsylvania, United States|Research Site, Nashville, Tennessee, United States|Research Site, Houston, Texas, United States|Research Site, Houston, Texas, United States|Research Site, Tyler, Texas, United States|Research Site, Richmond, Virginia, United States|Research Site, Renton, Washington, United States",https://ClinicalTrials.gov/show/NCT04380688
NCT04380870,Describing Chinese Herbal Medicine Telehealth Care for Symptoms Related to Infectious Diseases Such as COVID-19,Recruiting,All,,500,"Seattle Intstitute of East Asian Medicine, Seattle, Washington, United States",https://ClinicalTrials.gov/show/NCT04380870
NCT04380961,A Study to Evaluate the Efficacy and Safety of Sirukumab in Confirmed Severe or Critical Confirmed Coronavirus Disease (COVID)-19,Recruiting,All,Phase 2,111,"UCSF Fresno, Fresno, California, United States|MemorialCare Research Miller Children's and Women's Hospital Long Beach, Long Beach, California, United States|Hoag Memorial Hospital, Newport Beach, California, United States|Sutter Institute for Medical Research, Roseville, California, United States|Sutter Medical Foundation, Sacramento, California, United States|Holy Cross Hospital - Michael and Dianne Bienes Comprehensive Cancer Center, Fort Lauderdale, Florida, United States|The Corporation of Mercer University, Macon, Georgia, United States|Great Lakes Clinical Trials, Chicago, Illinois, United States|Loyola University Medical Center, Maywood, Illinois, United States|University of Illinois College of Medicine at Peoria, Peoria, Illinois, United States|Louisiana State University Health Sciences Center, New Orleans, Louisiana, United States|Henry Ford Hospital, Detroit, Michigan, United States|Beaumont Health Systems, Royal Oak, Michigan, United States|Washington University School of Medicine, Saint Louis, Missouri, United States|Mercury Street Medical Group, PLLC, Butte, Montana, United States|Saint Michael's Medical Center - Infectious Disease, Newark, New Jersey, United States|SUNY Upstate Medical University, Syracuse, New York, United States|East Carolina University, Greenville, North Carolina, United States|Baylor Scott & White Research Institute, Dallas, Texas, United States|Baylor All Saints Medical Center at Fort Worth, Fort Worth, Texas, United States",https://ClinicalTrials.gov/show/NCT04380961
NCT04381013,Emergency Ventilator Splitting Between Two or More Patients (COVID-19),Not yet recruiting,All,Not Applicable,4,"Stanford University, Stanford, California, United States",https://ClinicalTrials.gov/show/NCT04381013
NCT04381052,Study for the Use of the IL-6 Inhibitor Clazakizumab in Patients With Life-threatening COVID-19 Infection,Not yet recruiting,All,Phase 2,30,"Columbia University Medical Center / New York Presbyerian Hospital, New York, New York, United States",https://ClinicalTrials.gov/show/NCT04381052
NCT04381923,COVIDNOCHE Trial (HFNO Versus CPAP Helmet) in COVID-19 Pneumonia,Not yet recruiting,All,Not Applicable,200,"University of Pennsylvania, Philadelphia, Pennsylvania, United States",https://ClinicalTrials.gov/show/NCT04381923
NCT04381988,A Study of Hydroxychloroquine vs Placebo to Prevent COVID-19 Infection in Patients Receiving Radiotherapy,Terminated,All,Phase 2,4,"Memoral Sloan Kettering Basking Ridge (All Protocol Activities), Basking Ridge, New Jersey, United States|Memoral Sloan Kettering Monmouth (All protocol activities), Middletown, New Jersey, United States|Memorial Sloan Kettering Bergen (All protocol Activities), Montvale, New Jersey, United States|Memorial Sloan Kettering Commack (All Protocol Activities), Commack, New York, United States|Memoral Sloan Kettering Westchester (All protocol activities), Harrison, New York, United States|Memorial Sloan Kettering Cancer Center (All Protocol Activities), New York, New York, United States|Memorial Sloan Kettering Nassau (All Protocol Activities), Uniondale, New York, United States",https://ClinicalTrials.gov/show/NCT04381988
NCT04382391,Study Assessing Vagus Nerve Stimulation in CoViD-19 Respiratory Symptoms,Recruiting,All,Not Applicable,60,"AHN Allegheny General Hospital, Pittsburgh, Pennsylvania, United States|AHN West Penn Hospital, Pittsburgh, Pennsylvania, United States",https://ClinicalTrials.gov/show/NCT04382391
NCT04382586,Covid-19 Infection and Pulmonary Distress Treatment With Zanubrutinib in Hospitalized Participants,"Active, not recruiting",All,Phase 2,93,"Honor Health, Scottsdale, Arizona, United States|St. Jude Medical Center, Fullerton, California, United States|Olive View - UCLA Medical Center, Sylmar, California, United States|MedStar Heath Research Institute/ MedStar Washington Hospital Center, Washington, District of Columbia, United States|Augusta University, Augusta, Georgia, United States|John D. Archbold Memorial Hospital, Thomasville, Georgia, United States|Loyola University Medical Center, Maywood, Illinois, United States|SIU School of Medicine, Springfield, Illinois, United States|University of Iowa, Iowa City, Iowa, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Brigham And Women's Hospital, Boston, Massachusetts, United States|Morristown Medical Center, Morristown, New Jersey, United States|Rutgers University Hospital, Newark, New Jersey, United States|Atlantic Health System, Inc. / Chilton Medical Center, Pompton Plains, New Jersey, United States|Overlook Medical Center, Summit, New Jersey, United States|Therapeutic Concepts, Houston, Texas, United States|Covenant Health System, Lubbock, Texas, United States|Medical College of Wisconsin, Milwaukee, Wisconsin, United States",https://ClinicalTrials.gov/show/NCT04382586
NCT04382625,Hydroxychloroquine in SARS-CoV-2 (COVID-19) Pneumonia Trial,Withdrawn,All,Phase 4,0,"Kootenai Health, Coeur d'Alene, Idaho, United States",https://ClinicalTrials.gov/show/NCT04382625
NCT04382651,Study of Efficacy and Safety of MAS825 in Patients With COVID-19,"Active, not recruiting",All,Phase 2,140,"Novartis Investigative Site, Chula Vista, California, United States|Novartis Investigative Site, Glendale, California, United States|Novartis Investigative Site, Irvine, California, United States|Novartis Investigative Site, La Mesa, California, United States|Novartis Investigative Site, Mission Hills, California, United States|Novartis Investigative Site, Santa Monica, California, United States|Novartis Investigative Site, Torrance, California, United States|Novartis Investigative Site, Denver, Colorado, United States|Novartis Investigative Site, Washington, District of Columbia, United States|Novartis Investigative Site, Idaho Falls, Idaho, United States|Novartis Investigative Site, Alexandria, Louisiana, United States|Novartis Investigative Site, Baton Rouge, Louisiana, United States|Novartis Investigative Site, Lafayette, Louisiana, United States|Novartis Investigative Site, Boston, Massachusetts, United States|Novartis Investigative Site, Boston, Massachusetts, United States|Novartis Investigative Site, Boston, Massachusetts, United States|Novartis Investigative Site, Brooklyn, New York, United States|Novartis Investigative Site, Asheville, North Carolina, United States|Novartis Investigative Site, Columbus, Ohio, United States|Novartis Investigative Site, Bend, Oregon, United States|Novartis Investigative Site, Philadelphia, Pennsylvania, United States|Novartis Investigative Site, Houston, Texas, United States|Novartis Investigative Site, Mesquite, Texas, United States",https://ClinicalTrials.gov/show/NCT04382651
NCT04382924,Safety and Efficacy of NP-120 (Ifenprodil) for the Treatment of Hospitalized Patient With Confirmed COVID-19 Disease,"Active, not recruiting",All,Phase 2|Phase 3,682,"Westchester Research Center, Miami, Florida, United States|Affinity Health - Loretto Hospital, Chicago, Illinois, United States|Heartland Regional Medical Center, Saint Joseph, Missouri, United States|Promedica Health: Toledo Hospital and BayPark Hospital, Toledo, Ohio, United States|Princess Alexandra Hospital, Woolloongabba, Queensland, Australia|Royal Melbourne Hospital, Parkville, Victoria, Australia|Makati Medical Center, Manila, Philippines|Philippine General Hospital, Manila, Philippines|Lung Center of the Philippines, Quezon City, Philippines|National Institute of Infectious Diseases, Bucharest, Romania",https://ClinicalTrials.gov/show/NCT04382924
NCT04383444,Surveillance of Individuals Following SARS-CoV-2 Exposure,Recruiting,All,,1050,"National Institutes of Health Clinical Center, Bethesda, Maryland, United States",https://ClinicalTrials.gov/show/NCT04383444
NCT04383587,Seroprevalence of SARS CoV 2 Antibodies in Previously Undiagnosed Healthcare Workers,Completed,All,Not Applicable,300,"Mayo Clinic in Florida, Jacksonville, Florida, United States",https://ClinicalTrials.gov/show/NCT04383587
NCT04383730,Inhaled Sedation in COVID-19-related Acute Respiratory Distress Syndrome (ISCA): an International Research Data Study in the Recent Context of Widespread Disease Resulting From the 2019 (SARS-CoV2) Coronavirus Pandemics (COVID-19),Recruiting,All,,400,"Beth Israel Deaconess Medical Center, Inc., Boston, Massachusetts, United States|CHU, Brest, France|CHU, Clermont-Ferrand, France|Centre Hospitalier, Dunkerque, France|Pitié-Salpêtrière Hospital - APHP, Paris, France|CH Privé de la Loire, Saint-Étienne, France|Universitätsklinikum, Bochum, Germany|University Medical Center Schleswig-Holstein, Kiel, Germany|Universitätsklinikum, Oldenburg, Germany|Hospital Clínico Universitario de Valencia, Valencia, Spain|Cantonal Hospital, Münsterlingen, Switzerland|Universitätsspital, Zürich, Switzerland",https://ClinicalTrials.gov/show/NCT04383730
NCT04384055,Predicting Outcomes for Covid-19 Using Sonography,Enrolling by invitation,All,,200,"University of California San Francisco, San Francisco, California, United States|Stanford University, Stanford, California, United States",https://ClinicalTrials.gov/show/NCT04384055
NCT04384445,Zofin (Organicell Flow) for Patients With COVID-19,Recruiting,All,Phase 1|Phase 2,20,"Larkin Community Hospital, Miami, Florida, United States|Larkin Community Hospital, South Miami, Florida, United States",https://ClinicalTrials.gov/show/NCT04384445
NCT04385147,Advanced Endoscopy During COVID-19,Completed,All,,670,"Kings County Hospital Center, Brooklyn, NY, USA, Albertson, New York, United States|Al-Azhar Univerisity, Cairo, Egypt|University Medicine Greifswald, Greifswald, Germany|2- Hospital Guillermo Kaelin De la Fuente - EsSalud, Lima, Peru|Singapore General Hospital, Singapore, Singapore",https://ClinicalTrials.gov/show/NCT04385147
NCT04385160,Myeloproliferative Neoplasms (MPN) and COVID-19,Recruiting,All,,552,"New York-Presbyterian/Weill Cornell Medical Center, New York, New York, United States|Hopital Saint-Louis, Paris, France|University Medical Center RWTH, Aachen, Germany|University Clinic for Hematology, Oncology, Hemostaseology and Palliative Care, Johannes Wesling Medical Center, Minden, Germany|Ospedale San Gerardo di Monza, Monza, Monza Brianza, Italy|A.S.O. SS. Antonio e Biagio e C.Arrigo di Alessandria, Alessandria, Italy|ASST-Papa Giovanni XXIII, Bergamo, Italy|Policlinico S.Orsola-Malpighi, Bologna, Italy|ASST-Spedali Civili, Brescia, Italy|AOU Ospedale Careggi, Firenze, Italy|Fondazione IRCCS Cà Granda Ospedale Maggiore Policlinico, Milano, Italy|IRCCS Ospedale San Raffaele, Milano, Italy|Azienda Ospedaliero Universitaria Maggiore della Carità, Novara, Italy|IRCCS Policlinico San Matteo, Pavia, Italy|Policlinico Universitario Fondazione Agostino Gemelli, Roma, Italy|A.O.U. Città della Salute e della Scienza di Torino, Torino, Italy|Ospedale Policlinico ""G.B. Rossi"" Borgo Roma, Verona, Italy|Ospedale San Bortolo, Vicenza, Italy|Sobas Wroclaw Medical University ·, Wrocław, Poland|Hospital Clínic De Barcelona, Barcelona, Barcellona, Spain|Hospital del Mar, Barcelona, Barcellona, Spain|Institut Català d' Oncologia - Hospital Germans Trias i Pujol, Badalona, Barcelona, Spain|ICO L'Hospitalet - Hospital Moisès Broggi, Sant Joan Despí, Barcelona, Spain|Hospital Universitario Príncipe de Asturias, Alcalá De Henares, Madrid, Spain|Hospital General de La Palma, Breña Alta, Santa Cruz De Tenerife, Spain|Servicio de Hematología Hospital General Universitario de Albacete, Albacete, Spain|Hospital General de Elche, Alicante, Spain|Hospital Vall d'Hebron, Barcelona, Spain|Hospital Universitario de Burgos, Burgos, Spain|ICO Girona Hospital Josep Trueta Servei d'hematologia, Girona, Spain|FEA Hematología Hospital Universitario de Móstoles, Madrid, Spain|Hospital 12 de octubre, Madrid, Spain|Hospital Clínico San Carlos, Madrid, Spain|Hospital Gregorio Marañón, Madrid, Spain|Hospital Moncloa, Madrid, Spain|Hospital Ramón y Cajal, Madrid, Spain|Hospital Universitario Infanta Leonor, Madrid, Spain|Hospital Universitario La Paz, Madrid, Spain|Hospital Clínico Universitario, Valencia, Spain|Guy's and St. Thomas' NHS Foundation Trust., London, United Kingdom",https://ClinicalTrials.gov/show/NCT04385160
